用户ID,购买时间,点赞数,回复数,得分,评价时间,护肤水型号,无表情评论
20658551901,2024-03-08 23:09:14,0,0,5,2024-04-04 22:53:59,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,赠了一些小瓶装的，综合下来，比较划算！使用一年了，保湿效果很好！配送很快，满意！好评！
20658344859,2024-03-08 23:13:42,0,0,5,2024-04-04 21:39:17,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,刚刚3月8日有活动，一直用这个牌子，很不错！
20639963957,2024-02-28 13:04:21,0,0,5,2024-03-30 21:56:48,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,乳白色的，使用前摇一摇，感觉还是比较保湿，质地比较轻不黏稠。整体使用感还是不错的～
20639804429,2024-03-02 16:40:50,0,0,5,2024-03-30 21:13:46,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,比较信赖佰草集吧！用这个牌子很多年了！温和不刺激，保湿滋润，希望良心经营！
20639395279,2024-03-10 17:51:44,0,0,5,2024-03-30 19:23:31,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,送的小样很喜欢，短途出行很方便
,,,,,,,
20637198555,2024-03-20 07:25:39,0,0,5,2024-03-30 09:03:43,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,最近换季，皮肤比较干，又复购了这款水，滋润度好
,,,,,,,
20635033958,2024-03-04 07:41:03,0,0,5,2024-03-29 15:37:21,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,佰草集化妆品已收到了，产品质量好，补水效果好，
20633540163,2024-03-26 20:53:29,0,0,5,2024-03-29 08:22:49,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,收到后先用的试用装很不错，会坚持使用
20633538394,2024-03-26 20:53:29,0,0,5,2024-03-29 08:21:18,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,涂上脸特别滋润，会一直回购的，物流速度也是很快的，赠品也很多。满意的一次
20630921211,2024-02-02 13:30:10,0,0,5,2024-03-28 13:30:49,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,佰草集新玉润菁华水味道很淡，用后保湿效果好很滋润，会回购的。
20620957446,2024-03-24 14:07:32,0,0,5,2024-03-25 20:17:27,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,赠送的小样不错，还是可以的，相当nice
20620957445,2024-03-24 14:07:32,0,0,5,2024-03-25 20:17:27,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,我们家很喜欢，还是不错的，质量很好，不错，送的小样也可以
20620795649,2024-03-22 23:04:34,0,0,5,2024-03-25 19:37:12,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,一直在用不错价格实惠，发货速度很快。推荐一下
20619473750,2024-03-23 09:22:21,0,0,5,2024-03-25 14:05:34,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,发货到货速度挺快，仓装完好无损，挺好用，价格实惠
20613659210,2024-03-18 10:06:19,0,0,5,2024-03-23 22:04:47,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"产品质感：用起来感觉非常舒适，水油平衡的比较好，非常贴合皮肤！
适合肤质：我是混合性偏干皮肤！
产品香味：味道淡淡的，几乎闻不到。虽然说这是一个爽肤水，但我感觉很像精华，我在用它之前会加其他水混合用效果非常好！
补水效果：补水效果棒棒哒！
其他特色：之前打折的时候买的性价比很高，一瓶200ml可以用很久！这个水用起来一点也不费"
20610795999,2024-01-26 09:45:12,0,0,5,2024-03-23 08:55:13,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,这个水据家里领导说用起来很清爽
20609459435,2024-03-21 14:11:44,0,0,5,2024-03-22 19:08:59,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~
,,,,,,,
20603079175,2024-03-19 12:06:36,0,0,5,2024-03-20 23:14:27,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,喜欢用这款
,,,,,,,
20600132612,2024-03-16 10:29:15,0,0,5,2024-03-20 09:55:04,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,挺好用的，准备再入手一个乳液试试
20596065281,2024-02-15 21:48:38,0,0,5,2024-03-19 07:37:56,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,已经多次买佰草集的这款修复精华水了，本人混油皮，涂在脸上特别润，还很清爽一点都不油腻。还送了好多小瓶装的，超过正装的量了，关键出门带着都方便。还会复购的啦 这个商品超出了我的期待！不仅质量上乘，而且功能齐全，性价比很高。卖家的服务态度也非常好，让我有了愉快的购物体验。
20590173059,2024-03-12 23:51:40,0,0,5,2024-03-17 15:41:08,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,好用，挺好的
20589578402,2024-03-15 23:57:39,0,0,5,2024-03-17 12:54:14,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,值得信赖，很清爽不油腻，大家快去买吧
,,,,,,,
20585645695,2024-03-07 22:49:22,0,0,5,2024-03-16 11:15:53,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,第二次买了 使用起来不错 很舒服
20579018454,2024-03-08 00:04:28,0,0,5,2024-03-14 13:47:46,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,非常好，我留意了很久，味道淡香，温和，我是大干皮，用起来挺好的。
20578803473,2024-03-13 16:17:47,0,0,5,2024-03-14 12:43:56,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,买了正装，送5个小样，自己再加了一分钱再多一个小样。很划算，品质相同。
20576605966,2024-03-12 21:24:46,0,0,5,2024-03-13 19:33:52,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,我很喜欢，看到里面的小珠珠以为会油，上脸一点都不油，肤感很好，还有几个小样送。
20576539520,2024-02-19 09:55:03,0,0,5,2024-03-13 19:16:46,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,质量没得说，跟专卖店一样，特别特别喜欢，而且价格优惠
20575182284,2024-03-08 20:00:18,0,0,5,2024-03-13 13:04:26,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,第一次买这个牌子的 听朋友介绍的 还没用 感觉还不错，赠品也不少
20573676101,2024-03-11 18:43:18,0,0,5,2024-03-12 23:20:18,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,水是稍微粘稠些，感觉里面加了少许油的成分，涂抹之后皮肤特别水润润，多涂一些效果更明显，用了几天会感觉皮肤变得细腻光滑
20573006669,2024-03-08 22:50:03,0,0,5,2024-03-12 20:13:29,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,出门的时候带着很方便，补水效果也挺好
20572234364,2024-02-26 20:40:11,0,0,5,2024-03-12 16:54:58,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,当时买的，哎，一般，我觉得也就那样吧
20572208448,2024-03-03 19:02:21,0,0,5,2024-03-12 16:47:56,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,好用，国货认准佰草集没错了，之前买的精华啵啵水，也很好用。超大瓶，够用一年了，下次还来 爱了爱了
20572006200,2024-03-11 01:04:38,0,0,5,2024-03-12 15:57:01,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,还挺好的，如果有泵头按压就更好了
20564564312,2024-03-08 18:29:45,0,0,5,2024-03-10 17:22:25,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,一直在用佰草集精华水，都是京东自营的，信任
20563736712,2024-03-06 09:40:24,0,0,5,2024-03-10 13:55:10,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,效果非常好，没有什么异味，一直使用佰草集这个品牌，相信产品的质量。
20563611125,2024-03-08 23:41:24,0,0,5,2024-03-10 13:22:58,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,淡淡的清香，不油腻，很清楚，补水效果很不错！
20563243444,2024-01-19 23:23:36,0,0,5,2024-03-10 11:51:47,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,很好用的，用着蛮舒服的&hellip;&hellip;
20562819851,2024-02-27 11:58:17,0,0,5,2024-03-10 10:13:02,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,看评价不错，第一次使用，期待效果。
20559365097,2024-03-08 07:00:13,0,0,5,2024-03-09 11:49:32,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,保湿效果确实好，老顾客
20559030503,2024-02-14 19:45:48,0,0,5,2024-03-09 10:33:02,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,是正品，第五次购买了，质量效果很好
20554090084,2024-03-06 23:02:41,0,0,5,2024-03-07 22:21:28,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,味道是很喜欢的，刚开始用，用段时间才知道效果呢。
20553725824,2024-03-06 23:34:35,0,0,5,2024-03-07 20:52:33,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,很适合我的肤质，滋润不腻，第二次购买了
20552408580,2024-01-12 13:35:09,0,0,5,2024-03-07 15:34:39,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,补水效果不错，还送了一个面霜。
20549799241,2024-03-05 22:16:33,0,0,5,2024-03-06 21:20:16,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,买大瓶啵啵水送小瓶，感觉有点黏黏的，期待效果
,,,,,,,
20546395816,2024-02-20 02:08:34,0,0,5,2024-03-06 03:10:01,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,超级好用，我的斑也淡了好多，我也没想到这么小小一瓶用了一段时间效果这么好，准备回购大瓶的
20543760466,2024-03-02 22:32:32,0,0,5,2024-03-05 13:28:13,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！
20542561749,2024-03-04 18:41:03,0,0,5,2024-03-05 08:39:25,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,这个很好用哦已经回购多次了
20541269550,2024-03-01 11:50:31,0,0,5,2024-03-04 20:05:08,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,用这个牌子有两年了，自我感觉比较好，不油腻保湿补水好，没有酒精，
20536803622,2024-03-02 09:39:43,0,0,5,2024-03-03 18:52:05,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,补水效果：好
20536798558,2024-03-02 09:39:43,0,0,5,2024-03-03 18:51:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,以前用过佰草集的，还是好用的，这次看到代言人檀健次，果断购买了，还送了很多赠品
20536698751,2024-03-01 23:03:51,0,0,5,2024-03-03 18:28:42,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,京东快递送货真是很快啊
20536542557,2024-01-31 21:56:50,0,0,5,2024-03-03 17:51:41,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,之前买其他款送的这个小样，感觉不错 就买了一套
,,,,,,,
20533158646,2024-03-02 00:11:03,0,0,5,2024-03-02 20:15:32,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,佰草集护肤品好用实惠。
20529358250,2024-02-02 16:11:31,0,0,5,2024-03-01 20:45:36,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,佰草集的老粉了，每次都很喜欢，用起来很细腻，很适合自己的肤质
20529206730,2024-03-01 09:15:06,0,0,5,2024-03-01 20:10:05,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,非常不错
20527822645,2024-02-20 15:09:24,0,0,5,2024-03-01 14:29:01,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,好用，很喜欢。超级保湿
20523622009,2024-02-08 18:03:03,0,0,5,2024-02-29 13:46:42,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,产品的的整套糸列都好用，用了很多套了。喜欢这个品牌的产品，会坚持使用的。
20519014700,2024-02-04 18:01:38,0,0,5,2024-02-28 10:05:15,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,商品配送速度快，使用效果明显，一直使用此产品，活动力度很大，下次继续回购
20514586130,2024-02-25 11:08:11,0,0,5,2024-02-26 22:54:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,看着还不错
20514423710,2024-02-18 17:26:00,0,0,5,2024-02-26 22:01:24,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,佰草集老品牌国货，非常不错一款爽肤水，用起来不油腻，很清爽，价格实惠，买了屯起来，
20512629336,2023-12-27 15:47:43,0,0,5,2024-02-26 14:16:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,挺好用的一款水，用完保湿度挺好的，不油腻。
20511729765,2024-02-23 23:11:04,0,0,5,2024-02-26 10:19:58,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,包装很好物流很快，好用
20507450834,2024-02-19 17:22:01,0,0,5,2024-02-24 23:17:10,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,试用了一下，效果不错，物流也还算快，佰草集是大品牌了，推荐。
20505873467,2024-01-26 08:08:38,0,0,5,2024-02-24 15:22:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,整体感觉挺好，抹在脸上感觉温润湿滑，拍干后有一种舒爽的感觉。
,,,,,,,
20137583783,2023-11-11 15:22:28,0,0,5,2023-11-14 17:47:18,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,都是佰草集的产品，用了很多很多年了
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
20093456780,2023-11-05 19:24:52,0,0,5,2023-11-06 10:20:59,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"收到了之后就迫不及待打开在手上试用了。
产品质感：不粘腻，吸收很快。
产品香味：淡淡的香味儿。"
20085026118,2023-10-31 20:08:42,0,0,5,2023-11-04 15:37:43,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,看评测过来买的，买给我妈用，敏感肌的大干皮，试过很多种水都没有能一直用着觉得很好的，
20073772051,2023-10-30 09:08:01,0,0,5,2023-11-02 11:19:49,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"使用很舒适,冰冰凉凉的"
19992326959,2023-09-23 16:38:13,0,0,5,2023-10-22 14:26:10,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,包装精美，有塑封，有赠品！二维码识别为正品！好大一瓶，分量很足！味道清淡，水水的！适合我的油性皮肤，不粘腻！至于美白效果还需进一步体验！
,,,,,,,
19964721414,2023-10-10 10:31:44,0,0,5,2023-10-13 16:15:03,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,已经第二次买了，官网上还是比较放心，没有酒精刺鼻，主要这个还是比较满意
19876937894,2023-09-22 23:45:25,0,0,5,2023-09-30 22:50:05,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,不错
,,,,,,,
,,,,,,,
19560814220,2023-08-18 13:54:25,0,0,5,2023-08-22 00:49:55,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,还会光顾
19556919334,2023-08-18 22:15:12,0,0,5,2023-08-20 19:58:47,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,第一次在京东上买这款产品，之前都是在柜台买的。偶然发现的，还是京东自营的，就准备买一份试试。价格太划算了，赠送多，量大。扫码查询为正品。
19553851000,2023-08-17 07:49:48,0,0,5,2023-08-19 19:19:31,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,买了好几次了，品质保证质量可靠，我是敏感肌，但是用这款一点不过敏，虽然是水儿，但是保湿补水滋润都很到位，夏天不油腻，就抹这一样就都有了，价格也实惠，小小一瓶外出携带方便，包装精美！
19384925090,2023-06-18 01:13:05,0,0,5,2023-07-30 12:16:43,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,我这一头柔顺的头发全靠潘婷！以前用过很多品牌但是用用头发就会变枯燥，后来我妈买的潘婷用了一次头发特别柔顺关键好闻！后来就一直用。
19297675473,2023-06-19 06:27:33,0,0,5,2023-07-03 08:45:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,优惠活动时候买的，送好多小样。价格实惠
,,,,,,,
19274009717,2023-06-17 20:37:49,0,0,5,2023-06-25 22:09:15,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,回购多次，信赖京东支持佰草集支持国货！！！
19258631897,2023-06-21 08:05:04,0,0,5,2023-06-21 19:29:06,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,非常感谢商家的服务态度，质量非常好。棒棒哒，快递小哥非常快速！
19218967920,2023-06-11 20:22:56,0,0,5,2023-06-13 00:45:51,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,第二次购买，不错，上次送的面膜比较好用
19196909340,2023-06-05 16:23:00,0,0,5,2023-06-07 15:28:29,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,价廉物美
19141611699,2023-05-23 08:54:42,0,1,4,2023-05-24 12:09:37,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,买了一套水乳，赠送了很多赠品，但是赠品标记的特别容易误导消费者，以为还会多赠一大瓶正装水，虽然没期待让厂家优惠后再多给什么，但是这么标真是呵呵了，评价还得给双重评价，就很无语。
,,,,,,,
18870486505,2023-03-04 14:22:55,0,0,5,2023-03-08 08:57:37,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,已经多次回购，非常好用，放心下单
,,,,,,,
18830880378,2023-02-24 10:13:14,1,0,4,2023-02-26 20:32:02,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,不适合我，混油皮，夏天脸全是油，现在这个涂上之后比夏天的还要油，像摸了一脸猪油一样的，完全没有吸收效果，再涂雅诗兰黛小棕瓶就更加油了&hellip;&hellip;无语，薇诺娜送的***精华一涂一秒钟就不见了，都不记得涂了哪里，效率啊，全都吸收了～
18824082164,2023-02-23 18:17:17,0,0,5,2023-02-24 18:43:31,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,发货快，送货及时，而且小哥是亲自送上门来的，这服务让广顾客感觉特别舒服
18771690379,2023-01-19 17:04:00,0,0,5,2023-02-10 22:31:29,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,很喜欢
18741948357,2023-02-01 15:43:29,0,0,5,2023-02-02 10:32:35,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,先用用试试正装，如果和试用装一样好用，敏感肌不过敏继续使用，我是一个一旦用上一款不轻易换的人
18661573262,2022-12-08 12:23:41,0,0,5,2023-01-06 22:00:40,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,酒精味很重，美白精华还可以，她们都说我白了
18559189922,2022-11-04 20:55:57,0,0,5,2022-12-17 22:09:51,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,感觉非常棒的一款产品，希望能改善皮肤
18530397186,2022-12-01 09:51:48,0,0,5,2022-12-14 11:03:39,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"质量非常好,真的很喜欢,完全超出期望值,发货速度非常快,包装非常仔细、严实,,很满意的一次购物."
18511468559,2022-11-11 21:06:32,0,0,5,2022-12-11 18:35:19,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"产品质感：油水混合物，所以看起来很好看
适合肤质：自己干皮用着有点干
产品香味：味道不特别，不是很好闻
使用效果：当初买是因为好看，用的比较少
补水效果：偏弱
其他特色：透明渐变色的玻璃瓶加上里面的油水混合随便摇晃就是小水珠超级好看"
18458651024,2022-11-11 00:07:34,0,0,5,2022-11-30 14:20:36,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,刚用了一次，期待效果吧。。。。。。。
18394675922,2022-11-13 22:46:45,0,0,5,2022-11-15 18:55:46,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,买回来用试用装试用了一下，油油润润的，一时半回也看不出效果。用的好就再回购。
,,,,,,,
18321827635,2022-10-21 09:25:27,0,0,5,2022-11-03 08:27:58,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,用起不错，值得回购，价格便宜金东自营的用起放心
18289032397,2022-10-21 22:51:51,0,0,5,2022-10-27 15:41:09,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,当时看到有1分钱抢赠品没有仔细看下面的字以为买正装入会1分钱可以抢这个赠品，而且拍了以后配送信息也显10.26号送达然后就一直等着收货没想到就不给发货了说我没有看详细规则，当时我也问了客服为什么发货这么慢还吧两个赠品的页面截图发给了客服，客服说是系统自动分配的也没有详细给我解释这也间接给我造成了错误的信息以为可以拍就可以发货的，后面客服就不认了找了什么专员也不处理问题，我就想知道明明失误的不止我自己你们客服也有失误却要我一个消费者来全部买单，真是见识了什么叫店大欺客，别家客服处理问题都是怎么协商个退一步，佰草集家的客服倒好两方的失误全部让消费者一方来买单，有想买佰草集家产品的亲人谨慎购买吧，护肤品行业不止佰草集一个品牌，而且我用这个太极水没什么亮点瓶口还特别难倒垃圾，最主要的是佰草集家店大欺客很多人都是看着是中国品牌给予支持的没想到客服这么硬气，真是刷新三观！绝不是同行诋毁，是真正的买家反馈，谨慎购买
18265892408,2022-10-17 22:33:03,0,0,5,2022-10-23 15:34:20,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,现在是佰草集的忠实粉丝了，真心不错，无刺激，易吸收，这下又一次买了啵啵水，还有面霜，直播间里买的，送了好多的赠品，这下得用好长时间了，价格也比较优惠，但是擦了试用装，皮肤稍微有点不舒服，本来打算退了，但留下来想在试试 ，如果不行就送人了。
18219164487,2022-10-14 12:45:25,0,0,5,2022-10-16 11:01:05,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,诱导消费，一次带走三件，实际是一件，说是赠完为止，赠完了为啥比下架，
,,,,,,,
18157335403,2022-09-05 10:39:31,0,0,5,2022-10-03 17:05:36,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,好用喜欢下次hh
18143425552,2022-09-19 21:05:22,0,0,5,2022-09-30 18:49:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,对产品非常满意   值得购买
18066959001,2022-09-14 14:38:25,0,0,5,2022-09-15 19:03:56,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,宝贝已收到，还不错哦！还没开始用呢，希望好用，唯一不足就是面膜的赠品没有了！
17833089445,2022-06-16 00:03:10,0,0,5,2022-07-27 09:00:37,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,618买的划算，一直再用佰草集，真爱了
17798809543,2022-07-18 11:29:58,3,0,5,2022-07-19 14:54:31,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,东西是好东西。十几年的老客户了，一直终于它，产品好才是真的好。
,,,,,,,
17654975936,2022-06-17 22:26:37,0,0,5,2022-06-18 17:24:11,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,6.18活动力度较大，一个白面霜，一个绿面霜，一个绿水，赠了一堆小样，还能免减，最好多试几次如何组合买能够更省钱，买这三个，分两单买，比较划算。信赖国货，期待效果。
,,,,,,,
,,,,,,,
,,,,,,,
17589202961,2022-04-27 22:16:50,1,0,5,2022-06-05 22:39:50,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,价格非常亲民，物美价廉，一分价钱一分货，质感很好很滋润，夏天中性皮一瓶这个就够了，非常满意的购物体验，推荐大家购买
17582677217,2022-05-29 15:24:28,0,0,5,2022-06-04 18:20:47,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,面膜很好用，补水，敏感肌也适合
17488218556,2022-05-03 21:33:11,0,0,5,2022-05-14 01:09:12,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,京东商城网购很方便哦。。。。。。。。。。。。。。。。。。。。。
,,,,,,,
,,,,,,,
17392126983,2022-04-17 14:08:23,1,0,5,2022-04-20 23:27:21,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,不错！还会回购的！好评！
17388745970,2022-04-19 12:50:01,0,0,5,2022-04-20 10:08:40,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,44元，小样也太贵了吧，往店里看了一下。有又得才26
17381278981,2022-04-13 17:30:28,0,0,5,2022-04-18 14:28:34,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,酒精味好重是不是假的啊。
17372752695,2022-04-12 22:49:56,1,2,5,2022-04-16 12:54:52,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"产品质感：丝滑
适合肤质：偏干
产品香味：淡淡的
使用效果：刚开始用
补水效果：还行
其他特色：赠品真好东西很好谢谢京东"
,,,,,,,
17276649292,2022-03-17 00:01:03,0,0,5,2022-03-21 10:59:12,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,物美价优，物流快，期待好的效果，大赞。
17221473559,2022-03-06 17:06:38,1,0,5,2022-03-07 18:20:33,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,支持国货，颜值担当，刚收到货打开在手上试用了一下，味道很好闻，也很滋润
,,,,,,,
17148497662,2022-02-18 22:34:44,0,0,5,2022-02-19 12:55:34,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,非常好用，保湿效果很好。
17108347011,2022-02-09 22:55:43,1,0,5,2022-02-10 14:25:05,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,"差评，套路太多。
一不小心就损失赠品，也不听解释，前后几秒的事，就是不能补。

在这家买特累！
不会再来了。一个星，都不想给。"
17045201138,2022-01-23 21:45:23,0,2,1,2022-01-24 18:22:15,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,显示签收，连取件码都没发
17015308960,2021-11-11 10:24:08,0,0,5,2022-01-19 17:38:30,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,不错的，有效果，淡化细纹
16932690051,2022-01-01 22:43:47,0,0,5,2022-01-03 10:17:44,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,满意
,,,,,,,
,,,,,,,
16803938531,2021-12-10 14:44:40,0,0,5,2021-12-12 18:24:13,佰草集太极啵啵水精华水200ml爽肤水化妆水(化妆品 护肤品女）,这是我的御用产品，每次都买很多，感觉很适合它
